,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
368,49,blue-collar,married,basic.9y,,yes,no,telephone,may,tue,64,0,basic
369,56,management,divorced,high.school,no,no,no,telephone,may,tue,218,0,intermediate
370,37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77,0,basic
371,37,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54,0,basic
372,46,admin.,single,high.school,no,yes,no,telephone,may,tue,344,0,intermediate
373,22,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,195,0,basic
374,43,services,married,high.school,no,no,no,telephone,may,tue,202,0,intermediate
375,49,blue-collar,married,,no,no,no,telephone,may,tue,286,0,
376,41,technician,married,basic.6y,no,yes,no,telephone,may,tue,278,0,basic
377,38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,0,advanced
378,33,admin.,married,basic.9y,no,no,no,telephone,may,tue,83,0,basic
379,49,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18,0,advanced
380,30,blue-collar,single,,no,no,no,telephone,may,tue,184,0,
381,33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235,0,basic
382,34,management,single,university.degree,no,no,no,telephone,may,tue,290,0,advanced
383,30,student,single,,,no,no,telephone,may,tue,133,0,
384,59,management,married,basic.4y,,yes,yes,telephone,may,tue,318,0,basic
385,59,management,married,basic.4y,,,,telephone,may,tue,437,0,basic
386,41,self-employed,married,university.degree,no,no,no,telephone,may,tue,402,0,advanced
387,48,housemaid,married,basic.6y,,yes,yes,telephone,may,tue,501,0,basic
388,28,,single,,,yes,yes,telephone,may,tue,1201,1,
389,44,services,married,high.school,no,yes,no,telephone,may,tue,1030,1,intermediate
390,59,retired,,university.degree,,no,no,telephone,may,tue,253,0,advanced
391,50,management,married,high.school,,no,no,telephone,may,tue,149,0,intermediate
392,35,admin.,married,university.degree,no,no,no,telephone,may,tue,144,0,advanced
393,42,admin.,married,high.school,no,no,no,telephone,may,tue,69,0,intermediate
394,45,admin.,married,basic.9y,no,no,no,telephone,may,tue,243,0,basic
395,36,technician,married,professional.course,no,no,no,telephone,may,tue,769,0,advanced
396,56,services,married,high.school,,no,no,telephone,may,tue,135,0,intermediate
397,29,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231,0,basic
398,41,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,0,advanced
399,42,blue-collar,married,basic.9y,,no,no,telephone,may,tue,199,0,basic
400,52,services,single,high.school,no,no,no,telephone,may,tue,455,0,intermediate
401,48,services,married,high.school,,,,telephone,may,tue,152,0,intermediate
402,31,blue-collar,married,high.school,,yes,no,telephone,may,tue,124,0,intermediate
403,43,unemployed,married,university.degree,,yes,no,telephone,may,tue,424,0,advanced
404,36,blue-collar,married,basic.4y,,no,no,telephone,may,tue,43,0,basic
405,42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,0,advanced
406,52,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,0,basic
407,39,admin.,married,high.school,no,yes,no,telephone,may,tue,203,0,intermediate
408,36,services,married,high.school,no,no,yes,telephone,may,tue,140,0,intermediate
409,42,blue-collar,married,basic.9y,,yes,no,telephone,may,tue,326,0,basic
410,41,admin.,married,high.school,no,no,no,telephone,may,tue,483,0,intermediate
411,55,technician,married,basic.4y,no,no,yes,telephone,may,tue,259,0,basic
412,30,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,0,basic
413,57,retired,,basic.4y,no,no,no,telephone,may,tue,673,0,basic
414,45,entrepreneur,married,basic.4y,,yes,no,telephone,may,tue,576,0,basic
415,51,blue-collar,married,basic.4y,,yes,yes,telephone,may,tue,180,0,basic
416,39,self-employed,single,basic.9y,,yes,yes,telephone,may,tue,90,0,basic
417,47,admin.,married,high.school,,no,no,telephone,may,tue,505,0,intermediate
418,27,services,married,high.school,no,yes,no,telephone,may,tue,245,0,intermediate
419,34,technician,single,university.degree,no,yes,no,telephone,may,tue,186,0,advanced
420,57,blue-collar,married,basic.4y,,yes,no,telephone,may,tue,208,0,basic
421,43,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,623,0,basic
422,49,blue-collar,married,basic.4y,,no,no,telephone,may,tue,180,0,basic
423,39,management,married,university.degree,,no,no,telephone,may,tue,496,0,advanced
424,38,blue-collar,married,basic.4y,,yes,no,telephone,may,tue,118,0,basic
425,49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,0,basic
426,58,management,married,basic.6y,no,no,no,telephone,may,tue,342,0,basic
427,43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,0,advanced
428,50,,married,,,yes,no,telephone,may,tue,185,0,
429,31,services,married,high.school,,no,no,telephone,may,tue,276,0,intermediate
430,43,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87,0,advanced
431,43,self-employed,married,basic.9y,,no,no,telephone,may,tue,744,0,basic
432,30,self-employed,single,university.degree,no,yes,no,telephone,may,tue,262,0,advanced
433,27,services,single,professional.course,no,yes,yes,telephone,may,tue,271,0,advanced
434,51,services,married,,,no,no,telephone,may,tue,141,0,
435,37,technician,married,professional.course,no,yes,no,telephone,may,tue,198,0,advanced
436,46,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,150,0,basic
437,35,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,0,advanced
438,47,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196,0,advanced
439,46,management,married,,no,yes,no,telephone,may,tue,149,0,
440,40,technician,married,professional.course,,no,yes,telephone,may,tue,264,0,advanced
441,26,housemaid,married,university.degree,no,no,no,telephone,may,tue,246,0,advanced
442,32,blue-collar,divorced,basic.9y,,no,no,telephone,may,tue,309,0,basic
443,45,management,married,university.degree,no,yes,no,telephone,may,tue,140,0,advanced
444,34,admin.,married,basic.9y,no,no,no,telephone,may,tue,175,0,basic
445,47,blue-collar,married,,,no,no,telephone,may,tue,136,0,
446,42,technician,married,professional.course,no,no,no,telephone,may,tue,1623,1,advanced
447,57,technician,married,basic.4y,,no,yes,telephone,may,tue,50,0,basic
448,57,technician,married,basic.4y,,no,no,telephone,may,tue,101,0,basic
449,38,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,144,0,basic
450,57,technician,married,basic.4y,,no,no,telephone,may,tue,238,0,basic
451,28,student,single,basic.9y,,yes,no,telephone,may,tue,354,0,basic
452,60,management,married,university.degree,no,no,no,telephone,may,tue,451,0,advanced
453,48,admin.,married,university.degree,no,yes,no,telephone,may,tue,159,0,advanced
454,47,technician,married,professional.course,no,yes,no,telephone,may,tue,170,0,advanced
455,40,admin.,married,high.school,no,no,no,telephone,may,tue,243,0,intermediate
456,51,management,married,professional.course,,yes,no,telephone,may,tue,141,0,advanced
457,48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,0,basic
458,54,housemaid,married,basic.4y,no,no,no,telephone,may,tue,262,0,basic
459,40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,53,0,basic
460,44,admin.,single,basic.9y,,no,no,telephone,may,tue,134,0,basic
461,42,technician,divorced,high.school,no,no,no,telephone,may,tue,204,0,intermediate
462,52,self-employed,married,university.degree,no,yes,no,telephone,may,tue,678,0,advanced
463,31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,182,0,basic
464,32,services,married,high.school,no,no,no,telephone,may,tue,162,0,intermediate
465,44,admin.,married,high.school,no,yes,yes,telephone,may,tue,177,0,intermediate
466,39,management,married,basic.6y,,no,no,telephone,may,tue,27,0,basic
467,57,management,married,professional.course,,yes,no,telephone,may,tue,699,0,advanced
468,52,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358,0,basic
469,42,management,married,university.degree,no,no,no,telephone,may,tue,1677,1,advanced
470,42,technician,single,professional.course,,,,telephone,may,tue,529,0,advanced
471,43,management,married,professional.course,no,yes,no,telephone,may,tue,310,0,advanced
472,31,admin.,divorced,high.school,no,no,no,telephone,may,tue,47,0,intermediate
473,29,admin.,married,university.degree,,yes,no,telephone,may,tue,379,0,advanced
474,57,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,30,0,basic
475,44,blue-collar,married,basic.9y,,no,no,telephone,may,tue,472,0,basic
476,59,,married,,,no,no,telephone,may,tue,113,0,
477,39,blue-collar,married,basic.4y,,no,no,telephone,may,tue,114,0,basic
478,57,retired,married,university.degree,no,no,no,telephone,may,tue,116,0,advanced
479,41,management,married,,,no,no,telephone,may,tue,448,0,
480,37,technician,single,high.school,,no,yes,telephone,may,tue,264,0,intermediate
481,38,services,married,high.school,no,yes,no,telephone,may,tue,169,0,intermediate
482,42,retired,married,basic.4y,no,no,no,telephone,may,tue,145,0,basic
483,49,,married,,,yes,no,telephone,may,tue,288,0,
484,54,management,married,basic.6y,,yes,yes,telephone,may,tue,381,0,basic
485,36,admin.,married,university.degree,no,,,telephone,may,tue,176,0,advanced
486,32,admin.,single,university.degree,,no,no,telephone,may,tue,215,0,advanced
487,35,technician,married,professional.course,no,yes,no,telephone,may,tue,278,0,advanced
488,45,housemaid,married,professional.course,,no,no,telephone,may,tue,188,0,advanced
489,56,technician,married,,no,yes,no,telephone,may,tue,174,0,
490,34,technician,married,university.degree,no,yes,no,telephone,may,tue,226,0,advanced
491,41,unemployed,married,basic.9y,,no,no,telephone,may,tue,111,0,basic
492,41,services,married,basic.9y,no,no,no,telephone,may,tue,157,0,basic
493,36,blue-collar,married,basic.9y,,no,no,telephone,may,tue,46,0,basic
494,32,admin.,single,university.degree,,,,telephone,may,tue,49,0,advanced
495,31,services,married,high.school,,,,telephone,may,tue,374,0,intermediate
496,38,technician,married,professional.course,no,yes,no,telephone,may,tue,349,0,advanced
497,35,admin.,divorced,university.degree,,yes,no,telephone,may,tue,325,0,advanced
498,53,admin.,married,professional.course,no,yes,no,telephone,may,tue,233,0,advanced
499,51,admin.,married,basic.6y,,yes,no,telephone,may,tue,531,0,basic
500,56,entrepreneur,married,university.degree,,no,no,telephone,may,tue,153,0,advanced
501,33,admin.,married,basic.9y,no,,,telephone,may,tue,80,0,basic
502,33,admin.,married,basic.9y,no,no,no,telephone,may,tue,198,0,basic
503,51,services,divorced,high.school,,yes,no,telephone,may,tue,568,0,intermediate
504,39,services,married,high.school,,yes,no,telephone,may,tue,918,1,intermediate
505,45,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,82,0,advanced
506,40,technician,single,university.degree,no,no,no,telephone,may,tue,198,0,advanced
507,60,,single,,,yes,no,telephone,may,tue,211,0,
508,33,technician,married,university.degree,no,yes,no,telephone,may,tue,120,0,advanced
509,47,blue-collar,married,high.school,,yes,no,telephone,may,tue,269,0,intermediate
510,48,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,128,0,basic
511,43,entrepreneur,married,high.school,no,no,no,telephone,may,tue,166,0,intermediate
512,37,management,married,university.degree,no,yes,no,telephone,may,tue,211,0,advanced
513,50,services,married,basic.9y,no,yes,yes,telephone,may,tue,369,0,basic
514,59,entrepreneur,married,high.school,no,yes,no,telephone,may,tue,91,0,intermediate
515,32,technician,married,,,yes,no,telephone,may,tue,267,0,
516,42,housemaid,single,basic.4y,,yes,no,telephone,may,tue,198,0,basic
517,52,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,371,0,basic
518,42,blue-collar,married,,,no,no,telephone,may,tue,288,0,
519,42,admin.,married,,no,no,no,telephone,may,tue,221,0,
520,40,management,married,basic.9y,,,,telephone,may,tue,427,0,basic
521,38,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,310,0,basic
522,39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,158,0,basic
523,39,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,198,0,basic
524,38,admin.,married,high.school,no,no,no,telephone,may,tue,145,0,intermediate
525,47,admin.,single,,,yes,no,telephone,may,tue,247,0,
526,30,services,single,high.school,no,no,no,telephone,may,tue,102,0,intermediate
527,38,admin.,divorced,high.school,no,yes,yes,telephone,may,tue,179,0,intermediate
528,39,technician,divorced,university.degree,no,no,no,telephone,may,tue,73,0,advanced
529,44,admin.,married,high.school,no,no,no,telephone,may,tue,263,0,intermediate
530,36,admin.,married,high.school,no,no,no,telephone,may,tue,342,0,intermediate
531,41,services,married,high.school,,yes,yes,telephone,may,tue,41,0,intermediate
532,41,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,13,0,basic
533,35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,79,0,basic
534,41,technician,married,high.school,no,no,no,telephone,may,tue,358,0,intermediate
535,36,services,married,high.school,,no,no,telephone,may,tue,162,0,intermediate
536,35,admin.,single,high.school,no,yes,yes,telephone,may,tue,150,0,intermediate
537,33,blue-collar,single,basic.4y,,no,no,telephone,may,tue,26,0,basic
538,38,admin.,single,basic.6y,,no,no,telephone,may,tue,250,0,basic
539,33,self-employed,married,university.degree,no,no,no,telephone,may,tue,792,0,advanced
540,55,self-employed,married,,,no,no,telephone,may,tue,146,0,
541,36,blue-collar,single,basic.9y,,no,no,telephone,may,tue,440,0,basic
542,57,technician,married,professional.course,,no,yes,telephone,may,tue,289,0,advanced
543,32,entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,242,0,advanced
544,30,self-employed,single,high.school,no,yes,no,telephone,may,tue,123,0,intermediate
545,43,admin.,married,professional.course,no,yes,yes,telephone,may,tue,161,0,advanced
546,46,admin.,married,university.degree,no,no,no,telephone,may,tue,268,0,advanced
547,35,admin.,divorced,high.school,no,no,yes,telephone,may,tue,259,0,intermediate
548,34,admin.,single,university.degree,no,yes,yes,telephone,may,tue,26,0,advanced
549,50,blue-collar,married,basic.4y,,,,telephone,may,tue,153,0,basic
550,39,admin.,single,university.degree,no,no,no,telephone,may,tue,424,0,advanced
551,39,blue-collar,married,basic.9y,,no,no,telephone,may,tue,375,0,basic
552,42,entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,179,0,basic
553,57,retired,married,university.degree,no,yes,no,telephone,may,tue,383,0,advanced
554,45,blue-collar,married,basic.4y,,no,no,telephone,may,tue,440,0,basic
555,40,technician,married,basic.4y,no,no,yes,telephone,may,tue,195,0,basic
556,42,blue-collar,married,high.school,no,no,yes,telephone,may,tue,1297,1,intermediate
557,40,technician,married,basic.4y,no,no,no,telephone,may,tue,217,0,basic
558,38,blue-collar,single,basic.4y,,no,no,telephone,may,tue,87,0,basic
559,39,blue-collar,married,basic.6y,,yes,yes,telephone,may,tue,427,0,basic
560,41,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,189,0,basic
561,39,blue-collar,married,basic.6y,,yes,no,telephone,may,tue,502,0,basic
562,41,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,260,0,basic
563,45,admin.,married,university.degree,,no,no,telephone,may,tue,209,0,advanced
564,35,admin.,divorced,university.degree,no,,,telephone,may,tue,179,0,advanced
565,35,admin.,married,basic.6y,no,yes,no,telephone,may,tue,179,0,basic
566,49,blue-collar,married,high.school,,no,no,telephone,may,tue,69,0,intermediate
567,36,technician,married,,no,no,no,telephone,may,tue,105,0,
568,23,admin.,single,university.degree,no,no,no,telephone,may,tue,266,0,advanced
569,43,unemployed,married,university.degree,,,,telephone,may,tue,87,0,advanced
570,49,entrepreneur,married,professional.course,no,,,telephone,may,tue,524,0,advanced
571,36,technician,married,professional.course,no,,,telephone,may,tue,155,0,advanced
572,51,blue-collar,married,basic.9y,,yes,no,telephone,may,tue,162,0,basic
573,56,retired,married,basic.4y,,yes,yes,telephone,may,tue,316,0,basic
574,45,housemaid,married,high.school,no,no,no,telephone,may,tue,352,0,intermediate
575,42,admin.,married,high.school,no,no,no,telephone,may,tue,695,0,intermediate
576,41,admin.,divorced,high.school,no,no,no,telephone,may,tue,76,0,intermediate
577,32,services,married,high.school,,no,yes,telephone,may,tue,535,0,intermediate
578,46,management,married,university.degree,no,no,no,telephone,may,tue,310,0,advanced
579,37,blue-collar,married,,no,no,no,telephone,may,tue,390,0,
580,53,management,married,university.degree,,no,no,telephone,may,tue,369,0,advanced
581,30,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,112,0,basic
582,45,,married,,,no,no,telephone,may,tue,79,0,
583,24,technician,single,professional.course,no,no,yes,telephone,may,tue,140,0,advanced
